scorer,Unnamed: 1,Unnamed: 2,sebastien,sebastien.1,sebastien.2,sebastien.3,sebastien.4,sebastien.5,sebastien.6,sebastien.7,sebastien.8,sebastien.9,sebastien.10,sebastien.11,sebastien.12,sebastien.13,sebastien.14,sebastien.15,sebastien.16,sebastien.17
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_163.png,669.8933721523732,396.3481490121919,730.853032819904,537.7494237564642,795.583394147282,672.2377472910166,789.9273431575111,342.92988966435564,,,754.7341369989366,634.530740692544,730.2245827099295,406.40335077178463,765.4177888685039,539.6347740863879,794.9549440373074,633.9022905825695
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_164.png,700.0589774311513,367.43944395336285,739.6513343595476,511.35451913753343,760.3901879887076,650.2419934419077,642.2415673134933,442.85345715030815,730.853032819904,554.717576725777,799.9825449171037,638.9298914623658,602.649210385097,431.54135517076634,698.1736271012277,561.0020778255224,806.2670460168492,679.1506985007366
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_165.png,734.2856105929299,451.1921975798293,758.7552697317237,579.1481234931058,762.3237616894645,667.8506378712337,626.7210672953148,508.2880689036817,731.3670178499766,626.1457495289133,808.204372574703,692.8300815754192,680.7582312268181,541.9338502195233,758.7552697317237,618.4015350282543,800.55760409383,655.6158083018368
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_166.png,479.7341859041409,611.8112091990572,670.7498805953802,639.5084849292869,809.9978002103563,660.5893117355898,477.4743302955203,703.2525503838042,669.7800639477307,674.3438453249751,825.6356912214176,641.0359894963243,501.35543447455296,658.004142465637,,,848.8883452904757,672.4584949950515
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_167.png,517.6234087141612,553.9424473420876,699.8739406067789,592.2779040505347,858.2433683203641,614.2736578996438,517.6234087141613,651.9806644981165,704.2730913766009,626.8426600991347,868.9270201899313,596.6770548203566,540.8760627832194,617.4159084495166,,,899.721075578684,623.700409549262
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_168.png,607.9154183582797,546.1134986978586,760.8507879757417,579.2494954483087,889.3164984544098,605.2485082832775,609.9545566198458,638.8942895991189,770.0269101527895,614.9344150257166,903.0806817199814,588.9354021907479,608.9349874890628,604.7387237178857,,,929.0796945549498,618.5029069834574
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_169.png,832.3296691625511,342.65893012867144,812.5385454515209,428.19683769329345,787.7157801190424,530.1714412213134,,,637.1019742503549,295.69696213562224,609.2602239450073,305.76024537851896,610.8110487964453,718.4107817298361,620.3221410129049,652.6601877117022,632.7279134691566,576.5714499800252
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_170.png,648.7180132326536,344.63269704542773,612.327747360982,283.4308862612528,570.561646758268,212.30447013188092,868.3001857083083,396.7369413616848,818.2635701347599,455.8711234031511,758.3023365962101,522.0352431698267,642.9850517178902,716.3037069950612,642.3566016079156,635.8620929183196,642.3566016079156,565.4756806011707
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_171.png,607.0744465453711,312.07419262633124,629.9311522591723,376.01854789708455,654.1483761702236,442.41183592288803,579.0477716820196,353.97815310163344,624.489079470172,391.25635170628533,662.311485353724,416.8340938145867,858.8864507710425,470.22040248064803,823.146334168966,481.98259096415467,791.5655289574704,491.6306628607021
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_172.png,725.9419515384418,663.587303321409,692.74530752554,566.9905113166539,655.4671089208882,461.6863696337221,807.3009397339962,609.1665422156299,728.390884293492,544.9500833054266,,,792.6627830423174,444.7082220870097,709.1375321262747,496.36640940054616,626.9540523092849,553.056238335531
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_173.png,870.6319217161987,338.6533580313421,785.0320917680622,421.3585077396866,,,856.9855720143219,313.428287370297,,,718.8679720013866,482.5603185238615,886.3459001607841,379.1788813884309,,,680.8236031355482,475.94390654719393
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_174.png,656.6556690442329,326.3451682268783,613.1190867322307,374.5075124095308,571.4872298963785,418.8604056398831,489.5840344219242,312.7399696464894,551.0794569376274,271.10811281063724,619.921677718481,231.65308509038516,710.2019018833876,307.17499764364595,704.8260671523452,377.4743748957388,697.796129427136,464.31478208950045
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_175.png,808.866277681743,716.1780863452698,775.6361876226546,619.2898345895132,722.9539949919046,449.62218479342135,922.0616936110625,717.681576708708,791.9056882880332,569.7065944664544,690.4149936611473,438.77585101650226,,,,,729.1519000072869,430.25373162035146
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_176.png,771.978014723368,717.6196209562893,743.8812398125581,628.5583203550091,693.5232615625764,454.2422417973804,868.6140782471278,716.8784668242076,764.0244311125507,596.0193190242517,661.7589983587419,436.42326487815615,,,,,700.4959047048816,434.0990504973878
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_177.png,,,759.5122603692558,694.52072247945,711.121601901216,475.8200842083087,,,800.9899676275757,675.6672191802136,690.382748272056,470.79248332851233,,,,,724.3190542106813,458.2234811290215
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_178.png,,,740.6587570700195,683.2086204999082,698.5525997017251,467.0217826686651,,,779.6226638884411,675.6672191802136,677.1852959625905,466.39333255869053,,,,,707.3509012413687,451.938980029276
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_179.png,,,731.3312298385513,679.3500754455031,696.7680701932392,472.1378132938619,,,768.0189801857241,669.7598206725803,673.8312382875456,466.40095254364593,,,,,706.0337446648151,457.00855485027563
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_180.png,917.5517305712806,718.0311869766168,772.7128562943695,581.5658472751613,666.8676269572494,473.45375591931725,1000.1454800737179,707.4977136105654,,,656.5506829998197,442.91952417235603,990.4595733312785,621.8539066247865,772.7815639090909,533.6611768120501,643.8060688650312,484.21207396907073
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_181.png,894.293494300465,716.6451479598975,736.7612526758991,614.0092594260132,661.122227699077,459.73055829362255,790.9935863788143,717.7219423298604,777.9677755399174,597.7497216989498,639.3063737534185,460.61767360862547,,,745.5708170583382,548.8851411243692,660.2075409344717,436.6577990352231
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_182.png,757.790300759772,718.4323295378687,719.1739084090246,587.0691376502093,674.3128666545691,447.89795129831884,849.9612793571297,716.7323315751457,749.7609823325171,577.8930154731615,655.9606223004737,447.38816673292735,,,729.457708596697,532.7097375810948,685.0183425277914,435.6631217289219
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_183.png,743.3275253312994,716.5972653672738,730.0947013779643,613.2158282318431,699.9073217344185,468.89531675117325,814.8674798290174,717.4243168643573,747.8763085652583,600.8100557755915,675.9228283189987,458.970698786172,,,753.4028288682982,579.5115635664972,705.283156465461,450.7001838153376
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_184.png,758.3523333229213,718.5502748614085,743.5685809265666,608.4368087368359,717.0597835262065,467.7362686887709,841.4472174817423,718.5502748614085,765.4893172384029,598.2411174290052,692.5901243874126,459.0699310771147,,,767.5800256114289,574.1021061806017,725.2163365724712,448.36445520389236
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_185.png,789.9589763771968,717.5307057306255,759.8816870190959,606.3976704752698,723.177198310905,475.383037169644,869.9951531436686,718.0404902960171,779.763285069366,597.7313328636136,696.668400910545,471.3047606465117,,,784.5518231506281,578.5433984101096,731.3337513571696,459.0699310771147
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_186.png,744.0390803790831,716.7998889457219,727.9115761859559,602.6667823482064,701.4459282792857,463.7221308381877,828.3983330815945,718.040466191347,746.5202348703334,596.4638961200806,674.9802803726154,457.10571886152013,,,755.766508366169,580.4917841786446,711.370546244287,450.48930688485257
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_187.png,799.2156281650418,717.0136809784942,768.3646095764457,582.2954774255334,737.3447946791441,459.8488396730271,885.9959290685099,717.7232751077746,787.6075079479426,582.6303652790165,716.2376687931269,454.1646548003482,,,793.4504156147411,563.1757127789917,749.746997519373,443.3224264613402
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_188.png,771.1205225360609,717.1060900217602,752.0732677745599,607.4483233234045,722.9581783534084,465.4102235304971,857.7556746021844,717.9908955560971,771.2114387132726,591.8644122451251,700.0975704634693,458.6936306641253,,,774.4572399468176,568.9157526801899,729.3374941079835,449.4916634956569
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_189.png,793.1015366228335,717.7398048462769,770.9623134884607,610.062674147282,740.1015782102442,467.83493764767525,869.607631097914,716.7072291076046,794.1330477237931,597.2896012918969,715.9748812039619,460.0935064137384,,,790.4431772013976,569.4478509865493,750.1900442298107,452.71376536894746
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_190.png,853.9240779710113,717.7338299137801,830.0429737919787,600.2136593485404,791.7075170835315,455.0416839444208,941.2786432574729,718.9907301337292,851.4102775311133,592.0438079188714,770.3402133443971,453.15633361449716,,,843.9404653919507,551.7832992374255,802.3086085560985,439.6765997840195
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_191.png,829.5852052135247,713.7233767169798,774.5284721512384,574.5521903650895,727.9348316848923,460.19162648444353,888.536896694135,672.2394483793751,797.9263847572802,564.4864071571695,712.7116428172635,460.65983606716895,847.7016870370633,685.1789529790466,776.4360197228983,524.6496255447955,737.0604267270618,449.39127407855585
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_192.png,785.279196465888,593.2410506558786,747.9767840511547,505.3927657975123,718.620447653761,437.18894664868026,817.9463978705066,569.1820982700445,764.0896604196489,503.4062467931774,708.2464039644564,438.51329265157017,794.9910671537476,575.8038282844942,,,725.1036321940313,431.14648329105285
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_193.png,710.8796507230543,435.0632868099169,661.4627862329027,444.3737105544382,624.7582310862322,450.8193885314145,708.0149049555092,473.20021484036,652.8685489302676,456.01174023508986,,,731.2909643168125,462.45741821206616,,,608.8230827542629,436.3166130832179
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_194.png,335.4135401776603,300.5939567268499,407.7931082713641,347.12367907280236,493.5057546981186,402.3607178811552,551.4638299009716,122.09396094369654,503.84569299721915,179.77993250709955,456.7717633723667,242.90797685950284,622.4089746951576,144.262248933819,,,643.6330585722587,265.0762690015973
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_195.png,562.5280307544632,706.0211373835282,565.4227109942552,619.5942559383082,,,903.3222568765792,683.6778555498742,855.4025077297745,611.2884472642754,815.6393116292344,547.0555920249415,,,,,,
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_196.png,683.4019627978219,138.68113140790018,651.1994564205525,203.08614416243913,619.3323928180462,278.2253257094012,659.9209685643963,261.45318697124003,712.2500414274591,218.5165118015474,773.9715119838922,162.8330111908523,937.0278113359477,446.5205111959872,861.1108959293937,454.95572401893764,779.4798040943895,467.4724914336383
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_197.png,580.8028356758552,210.2860154798954,529.5947902307774,168.78984072267718,464.26041436542886,120.67193595100927,586.6398684551459,146.32163121639417,607.591848692797,217.34068111284785,626.0948961753979,279.3803192113952,286.7815221376185,560.018723292085,352.52830599121035,511.0440781766544,435.7181141324898,442.94919489972
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_198.png,505.22590814981504,258.4682477289686,432.8463400561113,258.1961440895186,346.58945313468047,261.1892841234687,439.763608980095,717.7890292097202,481.52970958280895,642.5273429751268,524.1228616826063,550.7246267988644,879.7666255327647,520.530148216959,799.7304487662929,487.90393603190046,713.067072649731,461.9049231969319
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_199.png,847.0983235155053,443.53314868523,781.0160968871503,423.7420249741998,690.1111049263167,396.5711602183787,818.9211304353945,348.6028434272377,763.2376298246994,393.55217524550966,693.4655326739488,453.2609891533635,691.7989242296572,650.4600245813587,634.7736525199092,588.7385540249255,572.0458536391864,517.6246857751221
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_200.png,817.7996661273015,387.3723398339786,762.8007415712525,476.69390151899063,719.3805379743716,553.6096907477511,848.400571519389,442.7847901385694,773.965936781879,498.61076619170194,720.207589471455,532.5198775721232,890.9937236191864,432.0331206764846,,,697.877199050202,522.1817338585802
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_201.png,801.1416396828353,351.4709364781093,747.8062384954827,471.5594498433434,707.2176627491326,563.8062129032298,849.1099564739762,405.8126659897515,770.2809044046187,483.6353897348194,704.5341205510268,542.3378753183836,883.6605622745883,392.73039777398577,,,677.6986985699689,530.932820976434
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_202.png,565.1671635510764,419.88823911125496,701.2796425106176,562.1181328554945,805.2756938504917,701.7991037727766,528.3586990085961,503.13352738911635,705.7612451329951,596.1768208110038,840.1571134090548,664.4085693203881,527.5933443122663,534.5979469809531,692.9855448558613,614.378183116407,840.9158085264429,701.9287473296083
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_203.png,682.9864919240499,452.2953600324361,769.0841569905624,588.6690338969121,833.1860682079658,711.8452554519226,649.678636095399,555.9896281782358,777.2540084202315,632.0320914851557,868.3792743665404,681.6796501731446,585.5767248779955,530.851623779254,752.3103233728812,645.5235927779624,879.691376346082,712.4737055618973
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_204.png,680.4337351799146,430.2352104823752,758.4307736848202,566.8574740073079,827.2516900126782,716.2243516670292,641.6901082101576,523.525785949027,776.7830180389158,618.855499677245,865.9953169824353,682.5785703511874,584.5942368863051,509.25181811806385,746.1959441154233,632.109898377425,875.1714391594829,713.6754288400714
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_205.png,721.7758814016204,487.77056631487346,791.5023128246718,606.305499734061,835.0983414300824,682.9245546788077,748.967245846911,404.48984050275305,789.392335125214,538.0156509235923,795.2562677747742,708.6623398485173,634.0540432138117,465.44326493226885,751.304493253866,608.6927278072916,844.0852841551261,712.6887791471659
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_206.png,770.1665221733529,369.0939820732678,,,779.3426443504004,701.9833032739434,724.733967836145,437.6888047420121,786.9505287236248,587.8883810259281,825.9144355420465,680.2705471921861,644.9208038693779,416.3215010028776,744.2159212453557,580.9754298162081,830.3135863118683,710.4361524709641
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_207.png,744.8443713553304,387.4127959440486,,,721.5917172862722,665.8161946627715,750.5004223451012,472.8820109005866,746.7297216852539,582.2323300361572,,,644.2923537594033,450.8862570514775,713.4218658566031,574.6909287164626,768.725475534363,664.5592944428224
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_208.png,666.3369259024246,431.1560947542235,721.7493762070153,514.2747702111097,771.372466032022,617.6562073465403,660.1340396742987,491.1173282927732,727.9522624351412,548.5974073400727,797.0110624416088,595.3258169252873,625.6149714125122,508.74592535582775,705.2083462653464,553.1461905740316,802.3868971726513,616.0021043523734
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_209.png,453.44446122703147,371.2464762154153,514.6462720112064,429.5536067597982,596.1108444739257,504.8152929943917,854.5644373125022,386.1334031629174,795.8437810195776,448.5757911927175,735.0554959839444,512.2587564681427,881.0300852191724,398.539175619169,,,716.4468372995668,491.5824690410566
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_210.png,704.1921671071733,241.0137500775765,688.4263566933018,301.39344953495674,669.9770040813245,369.48833281189115,486.1992391046722,408.3023105678636,557.7391936023902,432.70032973182526,638.7902403165677,460.4065548841206,,,,,,
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_211.png,534.7909628003662,283.25584957508727,,,647.2699664037146,343.63060886217875,779.1165784693657,379.35101374112025,724.4394061829603,416.5851617398381,661.0407217527111,452.477538639503,504.9549453858152,682.350255231292,504.32649527584067,611.963842914143,505.5833954957898,516.4394261980124
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_212.png,634.8397829009202,233.307288097747,650.6055933147917,294.0224303298905,666.3714037286632,358.7628858591927,422.11891996221016,557.2566661898165,479.3825684077951,548.2577254464165,567.4075210987991,518.5130392200595,726.4603055009595,619.4503831675844,671.4035724386733,577.6480488054781,631.1305917727416,546.0414057512025
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_213.png,659.781255338384,217.85066280735495,666.8255536084116,276.5531483909191,673.8698518784394,345.9898027669064,691.4263382485369,604.9128109153568,647.5848656248645,565.1496148148167,,,426.84814881032753,491.2308528330433,500.2571262267093,477.46666956747174,577.2345956008319,467.27097825964097
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_214.png,918.4856718258457,393.6989905076826,780.8438391701299,495.1461190205991,641.6726528182394,595.0638938373409,954.680375968645,480.87215118963593,782.882977431696,536.4386688173138,642.6922219490225,572.6333729601131,978.130465976656,480.36236662424443,,,636.0650537137132,550.2028520828854
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_215.png,1004.8068842887606,374.8403790326432,844.4360920157421,487.17740743644833,697.2358479004114,587.8933639364116,1034.2469331118266,481.75424054798884,842.1118776349738,535.9859094325843,707.3074435504077,563.1017438748821,1090.0281255365305,488.72688369029385,,,687.9390376636005,537.5353856864299
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_216.png,1004.0321934481003,419.7751903941652,806.473971082788,513.5185037518233,653.0758219520748,584.0196733017975,1017.9774797327107,538.3101238133527,809.5729235904791,553.8048863518086,672.4442751251446,560.0027913671909,1073.7586248711518,542.1838144479666,,,656.9495125866888,533.661695051816
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_217.png,823.4598502896838,718.0448578832566,784.1749041782202,630.3773991924114,729.5895053707128,494.3274279221847,914.4355149688628,718.4583836317983,809.813500587807,619.6257297303266,710.5673209377936,500.1167884017688,,,801.5518966594304,592.7553979664956,751.5978923378642,488.0131308406308
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_218.png,827.1300764735234,716.8778521027932,783.744741365847,616.1618956028301,730.1637111473927,489.7353520181642,926.1026755168303,717.3772197545685,805.7666826911891,608.2064221395538,705.2799257955504,492.41923778748014,,,798.5971294023392,582.6237036542755,749.1548786277814,478.4418180936
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_219.png,830.8669182477244,717.5232056511484,780.4167769256343,615.7958715098847,728.7260583579191,488.42999143825153,921.4290571783615,717.9367313996901,799.0254356100118,603.8036248021747,707.2227194337494,490.49756970174275,,,786.4997591207473,565.5068954524359,749.4936641555453,480.61055994403137
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_220.png,817.9694277352538,718.0412233796073,771.2410181500392,616.7274149868853,727.8208145531584,491.01558743020166,896.9528457067228,718.0412233796073,790.2632025829585,610.1110030102177,705.4904241319053,495.5643706641606,,,780.338584617957,570.4125311502123,744.3618444948272,484.3991754535341
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_221.png,662.6305111295504,386.27189237786325,731.9612120227998,553.99101439168,799.2527746544831,678.8882329126072,742.1569033306307,446.9362556594565,776.3124692118638,575.4019661381246,799.2527746544831,648.8109435545064,806.3897585699647,357.21415659315517,799.5325626226428,506.04089514022303,755.9210865962021,652.8892200776388
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_222.png,560.4426128922253,447.92252713258637,717.4298314814139,551.9097873091857,851.0842012300095,647.3302599758957,542.3413917356843,545.5604009469585,727.1874013338344,582.3641925671719,882.2595570369805,610.0704177194673,533.3979896005881,523.5474701098483,732.3297229062819,602.1624071561057,885.9483049291318,641.9587696012663
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_223.png,782.0294681993867,397.69079056388046,804.8395768832859,555.0134519278323,823.1147745443825,665.1193156420744,704.1357365738131,365.4486343711186,771.3733711685825,552.9392725777539,820.3804161143859,689.2727640565888,848.5001670152232,339.84348129922466,833.1174368423422,485.41402621788694,772.8249550320879,662.8071161499186
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_224.png,699.5630449057834,414.1265596331525,776.2151392694001,565.6432799344716,838.6575272992002,676.0546547951116,786.5532829829431,454.81837932529004,815.9136111294054,577.2220008936399,836.1763728079497,650.002532636983,841.9657332875339,370.45912662277874,838.0316070717591,486.8264170496248,789.8337913618948,656.0955918640825
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_225.png,676.8148970480307,462.8381135443234,771.0987677155434,584.8282093641316,836.0223102365939,667.1198333239342,733.8814503467884,373.1030261107696,773.1663964582519,540.5809542701672,792.6021066397128,682.0067350318276,607.7561475207802,439.2671458774451,733.0543988497049,584.4147088551985,835.1952587395103,694.4125579672966
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_226.png,701.8117363737011,506.4814513975581,778.6493432553355,597.912406105423,834.9747966214884,654.509963111026,754.8706584422349,406.08475854962165,783.8174608401555,551.645822036308,790.0203470682814,668.6736088736154,620.8883159147169,471.42182681921383,741.6378344888999,600.0283346156896,838.8163853962046,679.4252783357002
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_227.png,706.9016716113952,425.52046873108264,762.314121915986,567.7733262294352,787.539192577031,667.4330316279903,655.2109530436799,526.0072256267212,762.7276476645277,603.750066352565,832.1999734195371,654.6137334231969,590.2874105226294,489.6169597550496,731.024762490981,610.0695463101231,834.2676021622458,682.733484324034
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_228.png,648.877431060721,413.9310183580741,712.8217863314744,513.2488467573291,767.5146178609275,592.9752131161836,685.604186935584,353.69234100131047,716.6186180762134,487.26114516048244,731.0920192751737,604.28893199779,590.9067905195297,407.4506756919301,690.1529701695431,521.1702565409038,768.3093366439286,608.8377152317489
labeled-data,video-youtube-2-train-eval,video-youtube-2-train-eval_229.png,613.9529793362478,412.7629107272145,609.979941327578,483.6154218818264,607.5519736556132,538.3550566679442,684.5847661570447,408.56914838472966,666.2646464504005,464.1916805061073,654.566256758206,504.5842335942505,737.5586062726425,409.8934943876197,685.4676634923047,452.2725664800978,638.2326560558968,485.16049221853143
